consumer_id,consumer_name,consumer_type,connection_type,tariff_category,district,area,address,latitude,longitude,sanctioned_load_kw,meter_number,installation_date,base_consumption,is_anomalous
MN-UKH-000559,Kalpana Lamkang,residential,single_phase,Domestic LT-I,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.158006,94.360936,1.86,MNP831510,2020-12-24,3.73,False
MN-CHA-000560,Jamuna Tarao,residential,single_phase,Domestic LT-II,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.380596,94.052057,4.63,MNP605048,2020-12-23,9.25,False
MN-IMP-000561,Waikhom Tangkhul,residential,single_phase,Domestic LT-II,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.774227,93.948293,4.38,MNP111068,2024-01-02,8.77,False
MN-THO-000562,Geetarani Tarao,residential,single_phase,Domestic LT-II,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.682248,93.969879,5.38,MNP892170,2021-04-30,10.76,False
MN-SEN-000563,Thoiba Khoibu,residential,single_phase,Domestic LT-II,Senapati,Purul,"Purul, Senapati, Manipur",25.384551,94.047412,4.23,MNP687783,2021-07-21,8.46,False
MN-THO-000564,Mangolnganbi Koireng,residential,single_phase,BPL Category,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.676481,93.976226,3.76,MNP351198,2021-02-08,7.52,False
MN-CHU-000565,Big Bazaar Imphal,commercial,three_phase,Commercial HT,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.359799,93.671956,19.44,MNP532961,2022-12-13,38.89,False
MN-THO-000566,Raj Medicity,commercial,single_phase,Commercial HT,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.606817,93.953872,11.89,MNP747736,2021-06-19,23.79,False
MN-CHA-000567,Sanatombi Simte,residential,single_phase,BPL Category,Chandel,Moreh,"Moreh, Chandel, Manipur",24.492623,94.164859,5.85,MNP123205,2022-12-18,11.69,False
MN-CHU-000568,NEEPCO Office,industrial,three_phase,Small Scale Industry,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.364875,93.696772,120.98,MNP559713,2019-12-05,241.97,False
MN-IMP-000569,Sorokhaibam Kom,residential,single_phase,Domestic LT-II,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.780766,93.887397,4.38,MNP923892,2021-03-18,8.77,False
MN-CHA-000570,MANIREDA Office,industrial,three_phase,Industrial LT,Chandel,Chandel Town,"Chandel Town, Chandel, Manipur",24.343208,94.185876,144.03,MNP984522,2019-10-18,288.06,False
MN-IMP-000571,Manipur Food Industries,industrial,three_phase,Industrial LT,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.790642,93.934294,164.92,MNP669578,2021-05-15,329.84,False
MN-CHU-000572,Yumnam Chothe,residential,single_phase,Domestic LT-II,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.36897,93.658725,5.98,MNP359168,2019-11-14,11.95,False
MN-BIS-000573,Ginger Processing Plant,industrial,three_phase,Industrial LT,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.555778,93.854255,197.39,MNP646453,2020-04-09,394.78,False
MN-CHA-000574,Bamboo Processing Unit,industrial,three_phase,Industrial HT,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.347836,94.042675,59.42,MNP438756,2023-02-12,118.84,False
MN-IMP-000575,Maibam Kabui,residential,single_phase,Domestic LT-I,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.801229,93.937073,4.61,MNP477934,2023-09-18,9.23,False
MN-BIS-000576,Gomti Restaurant,commercial,three_phase,Commercial HT,Bishnupur,Nambol,"Nambol, Bishnupur, Manipur",24.556229,93.826413,39.89,MNP115799,2023-01-25,79.79,False
MN-IMP-000577,Gomti Restaurant,commercial,single_phase,Commercial LT,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.806978,93.923065,17.45,MNP709303,2019-08-12,34.91,False
MN-THO-000578,Lourembam Paite,residential,single_phase,BPL Category,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.66239,94.029056,3.42,MNP748696,2022-02-08,6.83,False
MN-IMP-000579,MANIREDA Office,industrial,three_phase,Small Scale Industry,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.78915,93.992062,111.97,MNP261395,2020-01-27,223.93,False
MN-IMP-000580,Mangolnganbi Anal,residential,three_phase,BPL Category,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.763624,93.905743,3.36,MNP893454,2022-01-21,6.73,False
MN-CHA-000581,Khwairamband Bazaar,commercial,three_phase,Commercial HT,Chandel,Moreh,"Moreh, Chandel, Manipur",24.465508,94.220084,32.5,MNP859587,2023-04-02,65.0,False
MN-IMP-000582,Laishram Moyon,residential,single_phase,Domestic LT-II,Imphal East,Koirengei,"Koirengei, Imphal East, Manipur",24.780772,93.959131,3.67,MNP298994,2020-10-29,7.33,False
MN-UKH-000583,Phurailatpam Khoibu,residential,single_phase,BPL Category,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.003838,94.351963,4.92,MNP262555,2021-06-26,9.84,False
MN-CHU-000584,Elangbam Singh,residential,single_phase,BPL Category,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.320566,93.730297,2.47,MNP497455,2019-11-22,4.94,False
MN-IMP-000585,Premila Chothe,residential,single_phase,Domestic LT-I,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.780848,93.946884,5.89,MNP790266,2020-12-25,11.78,False
MN-BIS-000586,HDFC Bank Imphal,commercial,three_phase,Commercial LT,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.630154,93.893936,23.36,MNP742818,2022-06-02,46.71,False
MN-UKH-000587,Usham Meetei,residential,single_phase,Domestic LT-I,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.021947,94.409592,3.54,MNP287316,2023-10-30,7.09,False
MN-CHA-000588,Tomba Poumai,residential,single_phase,BPL Category,Chandel,Moreh,"Moreh, Chandel, Manipur",24.468871,94.029425,3.7,MNP754280,2020-01-27,7.39,False
MN-IMP-000589,Chinglen Meetei,residential,single_phase,Domestic LT-I,Imphal East,Langol,"Langol, Imphal East, Manipur",24.790503,93.952727,4.82,MNP787603,2021-04-01,9.64,False
MN-IMP-000590,Reliance Fresh Imphal,commercial,single_phase,Shops & Establishments,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.783321,93.906312,20.32,MNP879592,2021-09-03,40.64,False
MN-IMP-000591,Shija Hospital,commercial,three_phase,Shops & Establishments,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.812161,93.984951,36.49,MNP173807,2022-04-20,72.99,False
MN-BIS-000592,Thangjam Aimol,residential,single_phase,Domestic LT-I,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.645533,93.868036,2.92,MNP302500,2021-01-20,5.84,False
MN-THO-000593,Tombi Mao,residential,single_phase,BPL Category,Thoubal,Mayang Imphal,"Mayang Imphal, Thoubal, Manipur",24.668813,94.01564,2.65,MNP797557,2021-08-11,5.29,False
MN-THO-000594,Longpi Pottery,commercial,single_phase,Commercial HT,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.684087,93.955764,36.81,MNP789472,2023-02-13,73.61,False
MN-CHA-000595,Laishram Anal,residential,single_phase,Domestic LT-II,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.392295,94.19116,4.47,MNP901305,2020-06-15,8.93,False
MN-UKH-000596,Ahongshangbam Tarao,residential,single_phase,BPL Category,Ukhrul,Jessami,"Jessami, Ukhrul, Manipur",25.179024,94.427334,4.26,MNP880746,2022-07-31,8.53,False
MN-CHA-000597,Thoibi Chanu,residential,three_phase,BPL Category,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.31333,94.155522,2.18,MNP117094,2021-02-06,4.35,False
MN-CHU-000598,Mangolnganbi Kom,residential,three_phase,Domestic LT-I,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.410615,93.726833,4.56,MNP909000,2020-02-20,9.12,False
MN-THO-000599,Ema Market,commercial,single_phase,Commercial LT,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.604167,93.962719,30.78,MNP245131,2022-07-09,61.56,False
MN-BIS-000600,Sanasam Haokip,residential,single_phase,BPL Category,Bishnupur,Kumbi,"Kumbi, Bishnupur, Manipur",24.557208,93.760689,1.55,MNP327999,2019-11-21,3.11,False
MN-UKH-000601,Sorokhaibam Vaiphei,residential,single_phase,Domestic LT-II,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.1913,94.447502,3.09,MNP139186,2019-11-28,6.18,False
MN-SEN-000602,Paona Bazaar,commercial,three_phase,Commercial HT,Senapati,Kangpokpi,"Kangpokpi, Senapati, Manipur",25.259307,94.019941,32.68,MNP464831,2021-07-27,65.35,False
MN-IMP-000603,Ebomcha Poumai,residential,single_phase,BPL Category,Imphal West,Uripok,"Uripok, Imphal West, Manipur",24.796296,93.892964,2.28,MNP143182,2022-03-20,4.57,False
MN-THO-000604,Laishram Meitei,residential,single_phase,Domestic LT-II,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.60984,94.049045,4.94,MNP567262,2019-10-14,9.88,False
MN-IMP-000605,Radhamani Rongmei,residential,single_phase,Domestic LT-II,Imphal West,Uripok,"Uripok, Imphal West, Manipur",24.768553,93.881466,1.87,MNP186554,2021-05-03,3.74,False
MN-IMP-000606,Oinam Haokip,residential,single_phase,Domestic LT-II,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.84775,93.950681,4.96,MNP911414,2020-02-03,9.92,False
MN-THO-000607,Sorokhaibam Rongmei,residential,single_phase,Domestic LT-I,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.662466,94.007291,2.43,MNP688426,2020-07-20,4.85,False
MN-BIS-000608,Loktak Power Station,industrial,three_phase,Industrial HT,Bishnupur,Kumbi,"Kumbi, Bishnupur, Manipur",24.562139,93.842252,163.94,MNP914504,2021-08-05,327.88,False
MN-IMP-000609,Chandrakala Maram,residential,single_phase,Domestic LT-II,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.795073,93.917121,1.69,MNP461260,2020-09-03,3.38,False
MN-CHU-000610,Premila Liangmai,residential,single_phase,Domestic LT-II,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.445273,93.769807,2.82,MNP147057,2022-09-11,5.64,False
MN-UKH-000611,Yumnam Meitei,residential,single_phase,BPL Category,Ukhrul,Kamjong,"Kamjong, Ukhrul, Manipur",25.195994,94.420376,4.12,MNP254850,2022-05-23,8.24,False
MN-IMP-000612,Geetarani Devi,residential,single_phase,BPL Category,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.802365,93.936824,4.45,MNP664139,2022-10-26,8.91,False
MN-CHU-000613,Premila Simte,residential,single_phase,BPL Category,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.319214,93.70074,5.68,MNP119281,2021-11-22,11.35,False
MN-IMP-000614,Biren Moyon,residential,single_phase,BPL Category,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.795723,93.956052,3.44,MNP747983,2022-06-26,6.89,False
MN-IMP-000615,Phurailatpam Maram,residential,three_phase,Domestic LT-I,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.810758,93.972906,5.74,MNP406703,2020-05-13,11.49,False
MN-SEN-000616,Salam Inpui,residential,three_phase,BPL Category,Senapati,Willong,"Willong, Senapati, Manipur",25.248139,93.9743,2.39,MNP192296,2022-12-17,4.78,False
MN-CHA-000617,Tomba Chothe,residential,three_phase,Domestic LT-II,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.477385,94.193743,2.79,MNP449773,2021-04-04,5.57,False
MN-THO-000618,Victoria Mao,residential,single_phase,Domestic LT-I,Thoubal,Thoubal Bazar,"Thoubal Bazar, Thoubal, Manipur",24.681595,94.079205,5.31,MNP625600,2022-06-17,10.62,False
MN-CHU-000619,Khwairamband Bazaar,commercial,three_phase,Commercial HT,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.437839,93.687836,32.04,MNP336540,2023-02-26,64.08,False
MN-SEN-000620,Leikai Poumai,residential,single_phase,BPL Category,Senapati,Saikul,"Saikul, Senapati, Manipur",25.292108,94.1184,4.78,MNP742198,2020-06-30,9.56,False
MN-SEN-000621,Leishangthem Monsang,residential,three_phase,Domestic LT-II,Senapati,Maram,"Maram, Senapati, Manipur",25.355289,94.081232,2.3,MNP570988,2020-12-18,4.6,False
MN-THO-000622,Moirangthem Monsang,residential,single_phase,BPL Category,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.654503,94.0977,5.72,MNP241822,2021-08-05,11.44,False
MN-THO-000623,NEEPCO Office,industrial,three_phase,Industrial HT,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.604317,93.974722,61.08,MNP171108,2020-11-17,122.15,False
MN-IMP-000624,Ongbi Devi,residential,single_phase,Domestic LT-II,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.800819,93.937245,2.46,MNP531228,2022-04-21,4.92,False
MN-CHU-000625,Thangjam Zou,residential,single_phase,BPL Category,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.375878,93.776105,4.8,MNP746915,2022-07-05,9.6,False
MN-BIS-000626,Khumanthem Devi,residential,single_phase,BPL Category,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.604224,93.838552,3.79,MNP917707,2021-05-01,7.58,False
MN-CHA-000627,Irengbam Inpui,residential,single_phase,Domestic LT-I,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.35951,94.169507,4.6,MNP302647,2022-09-26,9.2,False
MN-IMP-000628,Mangolnganbi Hmar,residential,single_phase,Domestic LT-I,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.841133,93.97454,4.93,MNP285679,2021-07-17,9.85,False
MN-CHA-000629,Nirmalabas High School,commercial,three_phase,Commercial HT,Chandel,Khudengthabi,"Khudengthabi, Chandel, Manipur",24.332014,94.138467,7.8,MNP524533,2019-08-27,15.61,False
MN-SEN-000630,Premila Tarao,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.249336,94.095292,5.96,MNP925145,2023-10-16,11.93,False
MN-CHA-000631,Lourembam Chiru,residential,single_phase,BPL Category,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.319836,94.120448,5.1,MNP141158,2020-11-16,10.2,False
MN-IMP-000632,Dinamani Rongmei,residential,three_phase,Domestic LT-II,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.794282,93.968856,4.8,MNP583757,2023-01-27,9.6,False
MN-IMP-000633,Ngangom Liangmai,residential,single_phase,BPL Category,Imphal East,Nagamapal,"Nagamapal, Imphal East, Manipur",24.823119,93.943162,3.1,MNP218669,2022-12-30,6.2,False
MN-THO-000634,CMC Imphal,commercial,single_phase,Commercial LT,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.678379,94.033134,7.67,MNP287567,2021-06-17,15.34,False
MN-BIS-000635,Maibam Anal,residential,single_phase,BPL Category,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.626099,93.755297,4.86,MNP935176,2023-02-01,9.71,False
MN-IMP-000636,Khogen Liangmai,residential,single_phase,Domestic LT-I,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.764174,93.947065,3.16,MNP649262,2020-01-15,6.31,False
MN-THO-000637,Sanahanbi Paite,residential,three_phase,BPL Category,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.632693,93.972333,2.88,MNP791567,2023-03-01,5.75,False
MN-THO-000638,Khundrakpam Monsang,residential,single_phase,Domestic LT-II,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.687665,94.09945,3.16,MNP402808,2020-06-29,6.31,False
MN-THO-000639,Deben Koireng,residential,single_phase,Domestic LT-II,Thoubal,Wabagai,"Wabagai, Thoubal, Manipur",24.644861,94.058311,5.49,MNP996963,2021-03-17,10.98,False
MN-IMP-000640,Naoroibam Kom,residential,single_phase,Domestic LT-II,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.821513,93.957407,3.36,MNP575779,2021-09-15,6.71,False
MN-IMP-000641,Premila Khoibu,residential,single_phase,Domestic LT-I,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.828693,93.930225,4.29,MNP151295,2022-12-20,8.58,False
MN-UKH-000642,Tomba Monsang,residential,single_phase,Domestic LT-I,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.071099,94.458839,1.92,MNP151413,2023-05-24,3.84,False
MN-THO-000643,Premila Khoibu,residential,single_phase,Domestic LT-II,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.65882,94.022146,4.39,MNP885734,2020-10-04,8.78,False
MN-IMP-000644,Takhellambam Maram,residential,three_phase,Domestic LT-I,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.78454,93.970599,4.03,MNP895284,2021-08-10,8.05,False
MN-IMP-000645,SBI Imphal Branch,commercial,single_phase,Shops & Establishments,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.789246,93.922244,29.49,MNP387748,2022-02-27,58.97,False
MN-BIS-000646,Thangjam Chiru,residential,three_phase,Domestic LT-II,Bishnupur,Kumbi,"Kumbi, Bishnupur, Manipur",24.630499,93.790473,5.21,MNP859246,2020-02-22,10.43,False
MN-CHU-000647,Oinam Chiru,residential,single_phase,BPL Category,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.374738,93.661559,1.76,MNP471042,2023-04-12,3.53,False
MN-CHA-000648,Hemabati Thadou,residential,three_phase,Domestic LT-I,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.366848,94.235469,4.68,MNP843007,2022-05-18,9.37,False
MN-IMP-000649,MSPDCL Substation,industrial,three_phase,Industrial HT,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.835203,93.966209,110.43,MNP755843,2019-07-16,220.86,False
MN-BIS-000650,Bidyarani Chanu,residential,single_phase,BPL Category,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.564745,93.799229,3.45,MNP945197,2020-06-06,6.91,False
MN-BIS-000651,Chanu Monsang,residential,single_phase,BPL Category,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.55886,93.783092,4.19,MNP439658,2019-09-15,8.38,False
MN-UKH-000652,Maipaksana Devi,residential,single_phase,Domestic LT-I,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.147133,94.49967,5.7,MNP446569,2022-02-09,11.4,False
MN-CHA-000653,Ema Market,commercial,three_phase,Commercial HT,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.428513,94.126374,28.18,MNP262934,2020-06-27,56.35,False
MN-UKH-000654,Memcha Chiru,residential,single_phase,BPL Category,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.15713,94.323667,3.34,MNP811141,2022-03-27,6.69,False
MN-IMP-000655,Victoria Meetei,residential,three_phase,Domestic LT-II,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.838786,93.956868,4.07,MNP981578,2023-10-31,8.15,False
MN-SEN-000656,Ahongshangbam Poumai,residential,single_phase,Domestic LT-I,Senapati,Willong,"Willong, Senapati, Manipur",25.317554,93.986895,3.13,MNP920347,2019-10-16,6.26,False
MN-UKH-000657,Bidyarani Haokip,residential,single_phase,Domestic LT-I,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.066902,94.305239,1.61,MNP489633,2021-06-21,3.22,False
MN-CHU-000658,Manipur Handloom,commercial,single_phase,Commercial LT,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.424755,93.690961,24.34,MNP492393,2019-08-09,48.68,False
MN-BIS-000659,Ibeyaima Devi,residential,single_phase,BPL Category,Bishnupur,Nambol,"Nambol, Bishnupur, Manipur",24.579873,93.891102,2.67,MNP261562,2022-12-09,5.33,False
MN-CHA-000660,Takhellambam Simte,residential,single_phase,Domestic LT-I,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.385931,94.261819,5.29,MNP962074,2021-02-09,10.58,False
MN-THO-000661,Ngangom Poumai,residential,single_phase,BPL Category,Thoubal,Wabagai,"Wabagai, Thoubal, Manipur",24.61861,94.070396,3.56,MNP221462,2023-12-25,7.12,False
MN-IMP-000662,Wangkhem Thangal,residential,three_phase,Domestic LT-I,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.813808,93.939344,1.86,MNP645865,2019-09-16,3.73,False
MN-CHU-000663,Lanchenbi Anal,residential,single_phase,Domestic LT-II,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.409191,93.724469,3.47,MNP390088,2021-01-07,6.93,False
MN-CHA-000664,Ongbi Paite,residential,single_phase,Domestic LT-I,Chandel,Tengnoupal,"Tengnoupal, Chandel, Manipur",24.445902,94.229654,2.22,MNP753205,2020-11-12,4.43,False
MN-BIS-000665,Laishram Anal,residential,single_phase,BPL Category,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.611023,93.770303,4.88,MNP943058,2022-06-01,9.76,False
MN-THO-000666,Premila Angami,residential,single_phase,Domestic LT-I,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.665696,94.093492,1.81,MNP236392,2023-11-04,3.62,False
MN-IMP-000667,Memcha Haokip,residential,single_phase,Domestic LT-I,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.783994,93.949753,2.68,MNP838908,2020-08-30,5.36,False
MN-CHA-000668,Medplus Manipur,commercial,single_phase,Commercial LT,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.349396,94.271876,15.61,MNP847528,2019-10-02,31.22,False
MN-IMP-000669,Rajkumar Thangal,residential,single_phase,Domestic LT-II,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.769036,93.933158,3.52,MNP817727,2020-05-23,7.05,False
MN-CHA-000670,Khumanthem Simte,residential,three_phase,BPL Category,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.455342,94.01961,3.69,MNP370587,2021-12-19,7.39,False
MN-UKH-000671,Hemabati Devi,residential,single_phase,Domestic LT-I,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.006723,94.312531,5.58,MNP468512,2021-04-27,11.16,False
MN-THO-000672,Ojita Zou,residential,single_phase,Domestic LT-II,Thoubal,Yairipok,"Yairipok, Thoubal, Manipur",24.613925,94.029863,3.35,MNP957266,2020-01-01,6.7,False
MN-UKH-000673,Big Bazaar Imphal,commercial,single_phase,Commercial HT,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.069469,94.479967,8.21,MNP658624,2021-06-02,16.42,False
MN-SEN-000674,Yendrembam Paite,residential,three_phase,Domestic LT-II,Senapati,Maram,"Maram, Senapati, Manipur",25.332758,94.142679,4.02,MNP169268,2022-02-04,8.04,False
MN-SEN-000675,Kalpana Chothe,residential,single_phase,BPL Category,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.387364,93.960452,3.38,MNP181678,2019-11-10,6.77,False
MN-CHA-000676,Handloom Cluster Moirang,industrial,three_phase,Small Scale Industry,Chandel,Tengnoupal,"Tengnoupal, Chandel, Manipur",24.352032,94.219246,197.01,MNP585394,2022-03-07,394.02,False
MN-CHA-000677,Ahongsangbam Meetei,residential,single_phase,BPL Category,Chandel,Machi,"Machi, Chandel, Manipur",24.351306,94.196252,2.39,MNP953610,2020-08-29,4.78,False
MN-SEN-000678,HDFC Bank Imphal,commercial,three_phase,Commercial LT,Senapati,Mao,"Mao, Senapati, Manipur",25.313066,94.042786,39.09,MNP194930,2022-10-14,78.18,False
MN-IMP-000679,Vishal Mega Mart,commercial,single_phase,Shops & Establishments,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.822597,93.954465,11.21,MNP405663,2021-10-26,22.42,False
MN-CHA-000680,Ibotombi Anal,residential,single_phase,BPL Category,Chandel,Moreh,"Moreh, Chandel, Manipur",24.330249,94.067595,2.63,MNP419343,2021-07-26,5.26,False
MN-UKH-000681,Deben Kharam,residential,single_phase,Domestic LT-I,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.170123,94.412245,3.86,MNP993916,2022-05-10,7.71,False
MN-IMP-000682,Ibemhal Moyon,residential,three_phase,Domestic LT-I,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.788034,93.99021,4.75,MNP552686,2020-01-25,9.51,False
MN-UKH-000683,Yaiphabi Zeliang,residential,single_phase,BPL Category,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.013534,94.441567,3.95,MNP281833,2021-05-05,7.89,False
MN-SEN-000684,Ongbi Moyon,residential,three_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.216345,94.04166,3.68,MNP231647,2023-04-02,7.36,False
MN-IMP-000685,Chandrakala Zou,residential,single_phase,BPL Category,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.791604,93.996199,5.32,MNP945091,2021-09-03,10.65,False
MN-SEN-000686,The Classic Hotel,commercial,single_phase,Commercial HT,Senapati,Karong,"Karong, Senapati, Manipur",25.333804,94.042459,20.88,MNP678866,2021-06-25,41.76,False
MN-BIS-000687,Ojita Singh,residential,single_phase,BPL Category,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.615097,93.831815,1.78,MNP348250,2020-01-05,3.56,False
MN-SEN-000688,Sanahanbi Chanu,residential,single_phase,BPL Category,Senapati,Willong,"Willong, Senapati, Manipur",25.302501,94.111281,3.57,MNP486482,2023-05-16,7.13,False
MN-IMP-000689,Elangbam Chiru,residential,single_phase,BPL Category,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.753637,93.935039,2.41,MNP192742,2022-08-18,4.81,False
MN-IMP-000690,Premila Meitei,residential,three_phase,BPL Category,Imphal West,Naoremthong,"Naoremthong, Imphal West, Manipur",24.768103,93.891529,2.99,MNP916344,2023-12-11,5.97,False
MN-CHA-000691,Bidyarani Mao,residential,three_phase,Domestic LT-II,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.45135,94.155816,2.42,MNP403257,2023-01-24,4.84,False
MN-CHU-000692,Memcha Kabui,residential,single_phase,BPL Category,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.431675,93.781937,5.42,MNP154127,2020-04-28,10.84,False
MN-IMP-000693,Cement Corporation Manipur,industrial,three_phase,Industrial LT,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.796716,93.961587,197.6,MNP232981,2021-03-03,395.2,False
MN-CHU-000694,Deben Lamkang,residential,single_phase,Domestic LT-II,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.415802,93.654075,1.79,MNP114892,2019-11-06,3.59,False
MN-THO-000695,Hemanta Liangmai,residential,single_phase,Domestic LT-I,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.646393,94.086383,3.92,MNP373943,2019-08-14,7.85,False
MN-CHA-000696,Wangkhem Haokip,residential,three_phase,BPL Category,Chandel,Machi,"Machi, Chandel, Manipur",24.399563,94.031642,4.46,MNP961639,2023-02-21,8.91,False
MN-SEN-000697,Gomti Restaurant,commercial,three_phase,Shops & Establishments,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.364421,94.026084,32.71,MNP768545,2023-01-25,65.41,False
MN-UKH-000698,Ibemhal Meitei,residential,single_phase,Domestic LT-II,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.192895,94.340753,3.85,MNP599365,2022-04-25,7.71,False
